_id,ID,Garment Layer,Colour,Keywords
5e5ef81be44d412c544b30a2,true,true,whitesmoke,"jeans, acid wash, blue, denim, lightblue, disressed"
5e5ef81be44d412c544b30e0,63,2,plum,"purple, jumper, frilled, striped, high neck, pastel, winter, fancy, bell sleeves, long sleeves, dinner, dressy, casual, uni, ribbed, woollen, textured, soft, warm"
5e5ef81be44d412c544b30d6,53,true,darkslategray,"jorts, mid length, denim, dark, gradient, jeans, calf, casual, everyday"
5e5ef81be44d412c544b30a4,3,4,whitesmoke,"fur, faux fur, jacket, coat, white, zips, winter, dressy"
5e5ef81be44d412c544b30d5,52,6,darkslategray,"grey, black, white, patterend, curved, french, long sleeved, panelled, button down, kimono, collared, tie waist, dressy, dinner, work, interview, occassion, fancy"
5e5ef81be44d412c544b30c8,39,true,black,"jumpsuit, playsuit, frilled, tassels, occasion, trousersuit, night out, nightclub, formal, classy, sleek, v neck, long leg, spaghetti strap, fitted, full length"
5e5ef81be44d412c544b30ca,41,4,black,"neon green, grid, tailored, smart, blazer, smart, workwear, interview, urban, checkered, dressy, off-white, professional, designer, single-breasted, suit"
5e5ef81be44d412c544b30c3,34,3,slategray,"denim, constructed, skirt, rips, pockets, light wash, acid wash, tie, casual, fancy, dressy, summer, skirt, night out"
5e5ef81be44d412c544b30cc,43,true,slategray,"light blue, denim, shorts, summer, holiday wear,, folded, pockets, casual, beach, thigh, knee length"
5e5ef81be44d412c544b30bd,28,2,bisque,"cable knit, knitted, patterned, jumper, winter, autumn, casual, woollen, long sleeved, classy, classic"
5e5ef81be44d412c544b30dc,59,false,red,"fake, silver, red, boob tube, push up, crop, cropped, tshirt, night out, alternative, quirky, contrast, metallic, foiled, cutout"
5e5ef81be44d412c544b30c7,38,false,navajowhite,"offwhite, orange, sleevless, tank, vest, summer, bright, pastel, vibrant, cropped, crop, fitted, urban, street"
5e5ef81be44d412c544b30ac,11,3,black,"tommy hilfiger, overalls, dungarees, pinafore, dress, 90s, y2k, casual, dressy, day wear, designer"
5e5ef81be44d412c544b30b1,16,5,black,"strappy, black, block, chunky heel, criss cross, crossover, occassion, fancy, dinner, interview, work, night out, nightclub, velvet"
5e5ef81be44d412c544b30b2,17,false,black,"puff sleeves, lace, frilled, mesh, tulle, fancy, occassion, dinner, night out, pub, bar"
5e5ef81be44d412c544b30dd,60,true,black,"shorts, medium, length, elasticated, summer, leather, wet look, pvc, vinyl, fitted, summer, alternative, emo, grunge, rock"
5e5ef81be44d412c544b30c4,35,4,tan,"dressy, classic, jacket, collared, designed, buttoned, belt, suede, large buttons, saint laurent, long sleeve, dressy, outerwear, biker jacket"
5e5ef81be44d412c544b30a5,4,true,darkslateblue,"shorts, hotpants, daisy, floral, patterned, summer, denim "
5e5ef81be44d412c544b30cd,44,true,gainsboro,"loose fitting, wide leg, casual, street, patterned, trousers, long leg, lounge, leisure, loungewear, leisurewear"
5e5ef81be44d412c544b30c2,33,4,lavender,"blue, pale, pastel, zips, dorothy perkins, leather jacekt, collar, biker, dressy, urban, fancy, night out, dinner"
5e5ef81be44d412c544b30a8,7,true,lightpink,"pink, latex, leather, PVC, vunyl, summer, bright, stretch, nightclub, barbie"
5e5ef81be44d412c544b30c0,31,2,lightcoral,"pink, hot pink, jumper, hearts, patterned, high neck, woollen, long sleeved, ribbed, casual, winter, autumn, tight sleeves, elasticated, uni, soft"
5e5ef81be44d412c544b30a6,5,3,lightpink,"skirt, denim, contrast, pink, white, midi, summer"
5e5ef81be44d412c544b30ae,13,8,brown,"bag, clutch, chain, strap, designer, velvet, studded, fancy, work, occassion, detailed"
5e5ef81be44d412c544b30ce,45,3,black,"white, spot, polka dot, large dot, skirt, layered, ruffle skirt, night out, nightclub, dressy, quirky, alternative, woolly, autumn, winter, woollen, bodycon, tightfit, fitted"
5e5ef81be44d412c544b30d4,51,true,black,"snakeprint, leather, wet look, emo, grunge, alternative, dollskill, textured, trendy, edgy, spring, nightclub"
5e5ef81be44d412c544b30d0,47,3,sienna,"checkered, beige, bodycon, fitted skirt, dressy, dinner, autumn, boho, indie, elasticated, soft, short,"
5e5ef81be44d412c544b30b5,20,true,firebrick,"red, vinyl, pvc, wet look, shorts, high waisted, night out, alternative, plastic, nightclub, quirky, tight fit"
5e5ef81be44d412c544b30bc,27,3,black,"denim skirt, stars, white, patterned, pockets, mini skirt, dressy, night out, dressy, alternative"
5e5ef81be44d412c544b30d1,48,false,navy,"tie top, fancy, dressy, dinner, cropped, versace, chains, regal, curves, patterned, crop, occassion, night out, autumn, spring"
5e5ef81be44d412c544b30de,61,true,cornsilk,"pale, beige, pastel, offwhite, antique, skinny jeans, buttoned, pockets, fitted, causal, summer"
5e5ef81be44d412c544b30ab,10,true,pink,"pink, pockets, cargo, elasticated waist, urban, retro, streetwear, casual, y2k, joggers"
5e5ef81be44d412c544b30c6,37,6,lemonchiffon,"floral, patterned, tied, boho, indie, long sleeve, cinched neck, dressy, dinner, interview, work, pastel, summer, spring"
5e5ef81be44d412c544b30ba,25,6,lightsteelblue,"pastel, pale blue, striped, collared, button down, dressy, long sleeve, soft, uni, work, smart, pastel, summer, spring"
5e5ef81be44d412c544b30d3,50,true,black,"black, grey, cargo, elasticated, stretch, joggers, urban, street, fitted, sweats, pockets, contrast, lined, synthetic"
5e5ef81be44d412c544b30cf,46,false,lavender,"pale, pastel, purple, mesh, spotty, dotted, frilly, petitie, lettuce hem, puffed sleeves, puffy, transparent, see through, summer, dressy, dinner, alternative, quirky, tie neck, milkmaid top"
5e5ef81be44d412c544b30d8,55,6,red,"see through, transparent, patterned, dogtooth, sheer, blouse, shirt, next, loose fit, spring, autumn, crimson, interview, work, dressy, patterned"
5e5ef81be44d412c544b30df,62,4,peru,"large buttons, button down, blazer, interview, work, smart, dressy, brown, fitted, ladies, suit, jacket, classy"
5e5ef81be44d412c544b30b3,18,3,deeppink,"hot pink, sequinned, one shoulder, off the shoulder, one sleeve, glitter, glittery, bodycon, night out, nightclub, dressy, fancy, formal, occassion"
5e5ef81be44d412c544b30ad,12,2,whitesmoke,"adidas, hoodie, hooded jumper, pastel, pale, logo, graphic, jumper, pullover, sports, casual, uni, everyday"
5e5ef81be44d412c544b30a3,2,true,darkslategray,"frayed, bell bottom, jeans, dark denim, frayed hem"
5e5ef81be44d412c544b30b4,19,true,rosybrown,"beige, loungewear, cuffed, sweats, sweatpants, elasticated, soft, leisure, leisurewear, athleisure, sporty, gym, casual, cosy, homewear, pockets"
5e5ef81be44d412c544b30b9,24,true,burlywood,"beige, nightout, quirky, alternative, tie, elastic waist, bell bottom, cuffed, different, quirky, dressy, dinner"
5e5ef81be44d412c544b30da,57,true,black,"linen, long leg, wide leg, trousers, dressy, dinner, interview, workwear, work, professional, classy"
5e5ef81be44d412c544b30be,29,true,palevioletred,"pink, hot pink, leggings, stretch fit, lounge wear, casual, urban, fitted, gym, sports, elasticated"
5e5ef81be44d412c544b30aa,9,4,darkslategray,"jacket, denim, patterned, tiger print, animal print, dressy, trendy, orange, black, urban, button down, cropped"
5e5ef81be44d412c544b30cb,42,2,lavender,"blue, pale, patterned, winter, autumn, navy, long sleeved, casual, classic, high neck, polo neck, woollen, woolly"
5e5ef81be44d412c544b30d7,54,3,lightskyblue,"pale blue, fitted, tight fit, PVC, vinyl, latex, alternative, night out, nightclub, chains, buckled, buckles, bodycon, high neck, halter neck, o ring, choker, short fit, dollskill"
5e5ef81be44d412c544b31cc,299,3,sienna,"brown, checkered, gingham, skirt, mini skirt, fall, autumn, boho, bohemian"
5e5ef81be44d412c544b31ca,297,true,antiquewhite,"cargo trousers, strappy, urban, casual, uni, fitted, stylish, blooger style, tan, beige, pockets, autumn, spring, summer"
5e5ef81be44d412c544b311c,123,true,darkslategray,"vertical stripes, strappy, jumpsuit, trousersuit, wideleg, alternative, burton, wide leg, summer, dinner"
5e5ef81be44d412c544b30f7,86,4,thistle,"pale, pink, pastel, gingham, cardigan, boutique, moschino, spring, summer, cute, cuffed, crop, cropped, spring, summer, cute, bubblegum"
5e5ef81be44d412c544b3116,117,false,black,"cami, vest, minimal, plain, ribbed, textured, round neck, summer, "
5e5ef81be44d412c544b3159,184,3,gainsboro,"cream, square neck, dress, straps, pinafore, summer, spring"
5e5ef81be44d412c544b314e,173,9,maroon,"burgundy, maroon, chunky, heel, lace up, boots, suede, velvet, gold, fancy, dinner,"
5e5ef81be44d412c544b315c,187,true,darkslategray,"vintage, dark denim, mom jeans, rolled up, skinny jeans, blue, casual, everyday"
5e5ef81be44d412c544b312b,138,2,linen,"ribbed, white, jumper, high neck, cropped, crop, textured, polo neck"
5e5ef81be44d412c544b3173,210,2,silver,"high neck, textured, winter, woolly, geometric, grey, jumper, winter"
5e5ef81be44d412c544b31af,270,true,black,"black, ribbon tied, paper bag waist, trousers, office, business"
5e5ef81be44d412c544b3127,134,false,silver,"black, mesh, net, diamonte, studded, pearls, sleeveless, boobtube, dress"
5e5ef81be44d412c544b30ff,94,false,black,"black, leather, latex, pvc, body, polo neck, high neck"
5e5ef81be44d412c544b312c,139,8,linen,"textured, ribbed, cord, corduroy,  urban, urban outfitters, schoolbag, rucksack, zip up"
5e5ef81be44d412c544b3140,159,3,darkslategray,"black, ruffled hem, lettuce hem, cherub, patterned, skirt, emo, alternative, gothic, summer, mini skirt"
5e5ef81be44d412c544b3100,95,3,darkslategray,"tulip, black, dress, gown, evening dress, fancy, occassion, tiered, silky, satin, winter"
5e5ef81be44d412c544b318c,235,true,darkslategray,"black, trousers, gothic, emo, leather, pcoekts, belt, belted, fall, autumn, winter"
5e5ef81be44d412c544b3156,181,3,black,"black, layered, dress, tight fit, round neck, bodycon"
5e5ef81be44d412c544b31a2,257,false,gainsboro,"patterned, bodysuit, cutout, vintage, strappy, cream, top, spring, summer"
5e5ef81be44d412c544b319f,254,false,antiquewhite,"spaghetti strap, wired, underwired, cropped, cami, vest, spring, summer, cream, ribbed"
5e5ef81be44d412c544b314c,171,true,darkslategray,"green, emerald, teal, pinstripe, jeans, cuffed, trousers, office, work"
5e5ef81be44d412c544b3108,103,2,thistle,"pink, stripe, horizontal stripes, red, winter, fluffy, cuffed, jumper, pullover, cosy, casual"
5e5ef81be44d412c544b3174,211,true,sandybrown,"yellow, mustard, trousers, silk, high waist, alternative, bright, vivid, spring"
5e5ef81be44d412c544b3183,226,3,black,"sleeveless, vneck, dress, button down, belted, belt, swing dress, 50s, black, collared"
5e5ef81be44d412c544b3143,162,false,firebrick,"red, sleeveless, top, high neck, urban, streetstyle, crop, cropped, spring, summer, vibrant, bright"
5e5ef81be44d412c544b3136,149,2,lightsteelblue,"light, blue, pale, pastel, kawaii, jumper, winter, spring, woollen, woolly, textured, round neck, clouds, knitted"
5e5ef81be44d412c544b31a3,258,3,darkslategray,"black, green, checkered, plaid, dress, spaghetti strap, metal, fall, autumn, dinner, mini dress, fitted"
5e5ef81be44d412c544b31c5,292,3,dimgray,"grey, checkered, plaid, miniskirt, urban, belt, o ring, autumn, fall"
5e5ef81be44d412c544b315f,190,true,lightslategray,"demim, shorts, roses, beaded, applique, light wash, frayed hem, spring, summer, casual, beach, holiday"
5e5ef81be44d412c544b30f0,79,false,yellow,"summer, milkmaid top, button down, puff sleeves, casual, dressy, work, cropped, crop, missguided, blogger style"
5e5ef81be44d412c544b30f8,87,true,indianred,"pink, blush, trousers, wide leg, casual, spring, soft, buttoned"
5e5ef81be44d412c544b3146,165,7,whitesmoke,"fila, chunky, trainers, disruptors, urban, street, streetstyle, white, sports, sporty, urban"
5e5ef81be44d412c544b3148,167,7,whitesmoke,"white, chunky, fila, disruptors, urban, street, sports, sporty, trainers, sneakers, "
5e5ef81be44d412c544b315a,185,true,whitesmoke,"jeans, ripped, distressed, skinny jeans, casual, frayed, black, dark, denim"
5e5ef81be44d412c544b310c,107,3,tan,"pink, dusty pink, dress, bandage, wrap dress, long sleeve, dressy, night out, nightclub, occassion, vneck, scoop neck, plunge, elastic, glittery"
5e5ef81be44d412c544b310f,110,false,lightsteelblue,"light blue, pale blue, satin, shine, tie top, cropped, crop, fancy, dressy, elegant, exqisite, pastel, dinner, occassion"
5e5ef81be44d412c544b31cb,298,true,gray,"checkered, trousrs, night out, grey, white, slim fit, tapred, pleated trousers"
5e5ef81be44d412c544b3170,207,false,steelblue,"blue, mesh, lace, corset, sleveless, tube top, bonded, lined, underwired, summer"
5e5ef81be44d412c544b31b4,275,2,lightgray,"jumper, textured, stripes, horizontal stripes, cuffed, winter, autumn, fall"
5e5ef81be44d412c544b3163,194,7,black,"checkerboard, vans, canvas shoes, skate shoes, skateboarding, skateboard, sports, urban, street, casual, everyday"
5e5ef81be44d412c544b318f,238,2,darkslategray,"gothic, emo, alternative, belted, long sleeves, top, high neck,autumn, fall "
5e5ef81be44d412c544b3192,241,4,palevioletred,"pink, fur, overcoat, fleeced, fleece, coat, winter, salmon, breasted"
5e5ef81be44d412c544b313a,153,true,darkslategray,"vintage, tie waist, pyjama bottoms, stars, patterned, silk, satin, long leg, lounge, sleepwear, cosy "
5e5ef81be44d412c544b318e,237,3,darkgreen,"green, glitter, maxi dress, pleated, long, skirt, fan, skirt, spring"
5e5ef81be44d412c544b3113,114,3,tan,"nude, peach, sequinned, pink, salmon, cowl neck, spaghetti starps, night out, nightclub, dinner, dress, textured, fancy"
5e5ef81be44d412c544b3180,223,false,lightpink,"coral, pink, high neck, striped, sleeveless, vest, woollen, elasticated, indie, summer, spring"
5e5ef81be44d412c544b3198,247,4,darkslategray,"breatsed, navy, coat, office, button down, autumn, fall, business"
5e5ef81be44d412c544b316e,205,true,black,"black, white, striped, booty, shorts, athleisure, leisure, casual, sporty, cosy, sports, stripe, lined, lounge"
5e5ef81be44d412c544b31c2,289,3,burlywood,"clueless, skirt, pleated, plaid, spring, summer"
5e5ef81be44d412c544b30f9,88,4,darkslategray,"loewe, collar, pvc, plastic, waterproof, button down, cropped, crop, coat, teal, alternative"
5e5ef81be44d412c544b3154,179,7,linen,"white, orange, coral, chunky, trainers, buffalo shoes, sneakers, urban, branded, designer, street, buffalo london"
5e5ef81be44d412c544b31df,318,true,gainsboro,"white, buckle, cargo pants, trousers, urban, street style, street, spring, summer"
5e5ef81be44d412c544b3137,150,false,black,"nike, air, sports, sporty, casual, urban, street, tshirt, tee, slogan, crop, cropped"
5e5ef81be44d412c544b315d,188,3,black,"gothic, emo, lace up, skirt, suede, mini skirt, tie, tie up, slit, cut"
5e5ef81be44d412c544b317b,218,4,black,"tommy, hilfiger, jacket, track jacket, sports, chevron, urban, street, navy, coat, winter, autumn, fall"
5e5ef81be44d412c544b31c3,290,true,darkslategray,"vintage, retro, striped, stripy, colourful, shorts, autumn, fall, quirky, vertical stripes"
5e5ef81be44d412c544b30ef,78,true,gray,"nike, leggings, panelled, off white, urban, sports, sporty, gym, gymwear, grey, black"
5e5ef81be44d412c544b3103,98,true,black,"shorts, buttons, fancy, winter, autumn, gold"
5e5ef81be44d412c544b3142,161,true,dimgray,"checkered, grey, long leg, tapered, trousers, high waist, office, interview"
5e5ef81be44d412c544b31cd,300,2,black,"nike, black, sweatshirt, athletic, athleisure, sports, sports, gym, gymwear, hooded, hoodie, jumper"
5e5ef81be44d412c544b31d7,310,3,lightgray,"boohoo, mint, cuffed, green, blue, spring, summer, off the shoulder, tie, dress"
5e5ef81be44d412c544b3104,99,9,peru,"mustard, yellow, suede, ankle boot, chunky heel, spring, boho, quirky, bohemian, indie, autumn, fall"
5e5ef81be44d412c544b31a6,261,true,aquamarine,"casual, joggers, elasticated, soft, leisure, sweats, sweatpants, faded, tiedye, tyedye, cuffed, athleisure, lounge, loungewear, urban"
5e5ef81be44d412c544b30e8,71,true,steelblue,"off white, panelled, blue, leggings, gymwear, gym, sports, sporty, athletic"
5e5ef81be44d412c544b31a7,262,4,black,"black, fur, biker jacket, asymmetric, asymmetrical, belted, buckle, zip up, emo, gothic"
5e5ef81be44d412c544b313d,156,true,darkslategray,"denim, ripped, distressed, shorts, summer, gothic, emo, alternative"
5e5ef81be44d412c544b3112,113,2,black,"plain, polo neck, jumper, long sleeved, winter, minimal, woollen, warm, cosy, comfortable, autumn"
5e5ef81be44d412c544b3138,151,true,linen,"trousers, checkered, office, slacks, work wear, workwear, squares, summer, wide fit"
5e5ef81be44d412c544b3157,182,3,cadetblue,"pvc, vinyl, frilly, nightclub, night out, bow, tight fit, straps"
5e5ef81be44d412c544b318b,234,false,lavender,"halterneck, outline, tie, summer, print, graphic, top, panelled, beaded, cherry, cherries, sleeveless, top, vsco"
5e5ef81be44d412c544b31a0,255,4,slategray,"denim, jacket, collared, frayed hem, long sleeved, ripped, distressed"
5e5ef81be44d412c544b31e0,319,true,gainsboro,"pinstripe, pinstriped, long leg, trousers, wide leg, spring, summer, office, belt, d ring belt, white"
5e5ef81be44d412c544b3190,239,2,sandybrown,"winter, coloured, colour block, textured, knitted, knit, round neck, autumn, fall, dinosaur"
5e5ef81be44d412c544b31b0,271,false,gainsboro,"tie top, vest, patterned, spring, summer, ruffled, lettice hem, frilly, top"
5e5ef81be44d412c544b31ac,267,6,beige,"silk, collared, silk, satin, cuffed, shirt, white, spring, summer, patterned"
5e5ef81be44d412c544b30ec,75,2,silver,"dusty pink, patterned, textured, long sleeved, winter, jumper, ruffle"
5e5ef81be44d412c544b3109,104,4,lightslategray,"denim, shirpa, button down, jacket, fur lined, winter, autumn, sherpa, indie, tumblr, collared, light wash, hipster, soft grunge"
5e5ef81be44d412c544b319e,253,9,gainsboro,"leopard print, boots, pointed toe, knee high, animal print, velvet, suede, patterened, boots, autumn, fall"
5e5ef81be44d412c544b317a,217,true,tan,"light pink, trousers, wide leg, pleated trousers, spring, summer"
5e5ef81be44d412c544b319d,252,true,darkslategray,"gothic, emo, ripped, distressed, jeans, regular fit, dark denim, casual"
5e5ef81be44d412c544b3102,97,false,burlywood,"vintage, yellow, checkerboard, summer, spaghetti strap, top"
5e5ef81be44d412c544b30ea,73,2,steelblue,"blue, top, gymwear, long sleeved, athletic, nike, sporty, sporty"
5e5ef81be44d412c544b30f2,81,false,whitesmoke,"moschino, white, tshirt, logo, text, casual, designer, expensive"
5e5ef81be44d412c544b310a,105,5,firebrick,"classy, red, bright, patent, stilletto, heels, heel, 7"", long, dressy, dinner, elegant, louboutin, "
5e5ef81be44d412c544b31c4,291,6,darkslategray,"grey, checkered, plaid, jacket, fancy, urban, street, streetstyle, autumn, winter, fall, cropped, elasticated"
5e5ef81be44d412c544b3191,240,3,tan,"silk, panelled, dress, spaghetti strap, layered, spring, summer, pink, white, square neck"
5e5ef81be44d412c544b31d6,309,4,peru,"mustard, outline, contrast seam, jacket, vintage, summer, spring, yellow, collared, indie, retro"
5e5ef81be44d412c544b3114,115,9,black,"green, khaki, panelled, chelsea boots, heel, workwear, casual, posh, stretch, rubber soles, boots"
5e5ef81be44d412c544b31d3,306,4,maroon,"plaid, red, checkered, blazer, tailored, tight fitted, office, autumn, fall"
5e5ef81be44d412c544b3126,133,8,brown,"red, burgundy, handbag, square, rectangle, simple, elegant, plain, simplistic"
5e5ef81be44d412c544b3164,195,2,crimson,"red, jumper, winter, textured, patterned, cable knit, long sleeved, pullover"
5e5ef81be44d412c544b316c,203,4,rosybrown,"vintage, patterend, cardigan, button down, vneck, autumn, fall, winter"
5e5ef81be44d412c544b3118,119,4,slategray,"blue, vintage, coat, cuffed sleeves, long sleeved, hooded, textured, colour block, contrast"
5e5ef81be44d412c544b319a,249,true,lightsteelblue,"light, denim, distressed, ripped, skinny jeans, casual, everyday, "
5e5ef81be44d412c544b3111,112,true,lightgray,"pale blue, pastel, pinstripe, quirky, alternative, trousers, high waist, belted, belt, wide leg, long leg, summer, casual"
5e5ef81be44d412c544b3187,230,false,black,"tshirt, kiss, band, casual, alternative, emo, grunge, top, patterned, graphic, short sleeve"
5e5ef81be44d412c544b31e1,320,3,lightgray,"leopard print, slit, slip dress, layered, animal print, boohoo, night out, spring, summer"
5e5ef81be44d412c544b313f,158,2,red,"red, high neck, ruffled, crimson, puffed sleeved, autumn, fall, winter, fitted"
5e5ef81be44d412c544b317c,219,4,dimgray,"office, checkered, button down, blazer, work, business, jacket, winter, spring, autumn, fall"
5e5ef81be44d412c544b31b8,279,3,royalblue,"blue, pvc, night out, nightclub, skirt, mini skirt"
5e5ef81be44d412c544b3123,130,2,maroon,"burgundy, harry potter, character, hoodie, hooded, jumper, casual, everyday"
5e5ef81be44d412c544b315e,189,false,black,"black, tshirt, cropped, crop top, don't care never did, emo, gothic, tee, slogan tee"
5e5ef81be44d412c544b31a5,260,false,gainsboro,"vintage, boned, ribbed, button down, summer, spring"
5e5ef81be44d412c544b3189,232,3,darkgray,"office, skirt, maxi skirt, pencil skirt, midi skirt, tight fitting, autumn, winter, checkered, business"
5e5ef81be44d412c544b311d,124,4,darkslategray,"brown, tweed, pockets, vintage, suit, formal, winter, autumn, breasted coat, designer, expensive, buttons, pockets"
5e5ef81be44d412c544b3176,213,3,black,"belted, belt, pink, black, maxi skirt, midi skirt, contrast, different, alternative, indie, gothic, emo, spring, fall, autumn"
5e5ef81be44d412c544b31d4,307,3,darkslategray,"tulle, blue, mesh, transparent, translucent, puffed, frilled, dress, gown, layered, event, occasion, winter"
5e5ef81be44d412c544b31ad,268,2,linen,"checkerboard, hoodie, black, white, cuffed, jumper, urban, checkered, stret, streetstyle, "
5e5ef81be44d412c544b31c6,293,9,ghostwhite,"brown, suede, boots, winter boots, chunky, winter, autumn, fall, zip up, red laces, boho, bohemian"
5e5ef81be44d412c544b31b3,274,false,gainsboro,"lettuce hem, pink, pale, pastel, spaghetti strap, vest, top, suare neck, spring, summer"
5e5ef81be44d412c544b30eb,74,true,lightpink,"dusty, rose pink, cargo pants, pastel, summer, cuffed, elasticated, urban, street, street style"
5e5ef81be44d412c544b31a9,264,true,darkslategray,"navy, blue, checkered, alternative, belted, trousers, tapered, office, business, fall, autumn"
5e5ef81be44d412c544b3165,196,2,gainsboro,"pastel, blue, sweatshirt, jumper, lounge wear, casual, street, urbam, cuffed, spring, summer, round neck"
5e5ef81be44d412c544b31ba,281,2,wheat,"cream, textured, blac, stripe, vintage, long sleeved, jumper, collared, collar, polo neck"
5e5ef81be44d412c544b311a,121,true,black,"pull over, wrap around, trousersuit, bodysuit, night out, winter, dressy, nightclub, occassion, minimal, tie waist, belted"
5e5ef81be44d412c544b3134,147,false,darkslategray,"lace, mesh, bralet, bardot, elasticated, summer, night out, nightclub, top, bell sleeves, flared sleeves, indie"
5e5ef81be44d412c544b317d,220,false,lightblue,"cupid, angel, cropped, crop top, spaghetti strap, pastel, summer, clouds, pastel"
5e5ef81be44d412c544b31a8,263,6,darkslategray,"satin, shirt, button up, outline, black, white, summer, tie waist"
5e5ef81be44d412c544b30fe,93,3,darkslategray,"dark, green, cord, corduroy, skirt, lined, ribbed, pockets, vintage, grunge"
5e5ef81be44d412c544b31c1,288,true,firebrick,"red, tapered, pleated, trousers, skinny leg, slim fit, office, business"
5e5ef81be44d412c544b313c,155,2,black,"black, high neck, polo neck, long sleeved, cropped, crop, jumper, winter, ribbed"
5e5ef81be44d412c544b310e,109,true,lightpink,"pink, jeans, distressed, ripped, hot pink, summer, girly, kawaii, cute, cutout, frayed hem"
5e5ef81be44d412c544b3149,168,7,linen,"pink, adidas, animal print, shoes, lace up, suede, sports shoes, skate shoes, sporty, casual"
5e5ef81be44d412c544b31d2,305,2,chocolate,"orange, sweatshirt, casual, urban, jumper, cuffed, sports, sporty, lounge, tennessee, round neck,"
5e5ef81be44d412c544b313e,157,3,darkslategray,"black, dress, spaghetti strap, square neck, wide neck, lbd, summer"
5e5ef81be44d412c544b31da,313,3,silver,"satin, pink, silk, mini skirt, spring, summer, reflective"
5e5ef81be44d412c544b30fd,92,3,black,"pinstripe, pinafore, square neck, apron, dress, office, spaghetti strap, gothic, alternative, dress"
5e5ef81be44d412c544b3145,164,false,mediumpurple,"purple, high neck, horizontal, top, tshirt, tee, not playing, graohic, text, summer"
5e5ef81be44d412c544b3161,192,3,sandybrown,"cropped, dogtooth, crop, top, sleeveless, vest, spring, summer, outline, elastic"
5e5ef81be44d412c544b317e,221,true,lavender,"urban, street, purple, baggy tousers, spring, summer"
5e5ef81be44d412c544b3184,227,8,lightsteelblue,"blue, fur, bag, sky blue, pastel, quirky, carrier bag"
5e5ef81be44d412c544b31c7,294,4,orangered,"orange, fur, coat, winter, high collared, autumn, fall, urban"
5e5ef81be44d412c544b3147,166,7,linen,"fila, sports, trainers, sneakers, sporty, chunky, lace up, white, uni, urban, street, casual"
5e5ef81be44d412c544b314a,169,7,whitesmoke,"animal print, adidas, suede, lace up, shoes, sneakers, trainers, skate shoes, skateboarding"
5e5ef81be44d412c544b3139,152,3,darkslategray,"gown, ruffled, tiered, layered, large, detail, black, fancy, designer, dress, sleveless, strapless"
5e5ef81be44d412c544b30f3,82,3,wheat,"linen, cargo, playsuit, romper, summer, belt, belted, pale pink, duty pink, button down, summer"
5e5ef81be44d412c544b316b,202,3,black,"black, ribbon, printed, stretch, elastic, boutique, graphic, dress, bodycon"
5e5ef81be44d412c544b3175,212,true,black,"dark, denim, jeans, skinny jeans, casual, everyday"
5e5ef81be44d412c544b31dc,315,4,darkgray,"purple, lilac, fur coat, pockets, long coat, winter"
